Unnamed: 0,image_filename,realative_coordinates,label,fold
140,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-02.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
141,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-04.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
142,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-07.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
143,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-09.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
144,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-12.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
145,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-14.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
146,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-19.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
147,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-24.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
148,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-07-27.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
149,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-01.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
150,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-06.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
151,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-08.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
152,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-16.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
153,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-18.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
154,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-21.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
155,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-23.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
156,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-08-28.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
157,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-09-07.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
158,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-09-12.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
159,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-09-15.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
160,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-09-20.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
161,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-09-22.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
162,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-09-27.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
163,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-09-30.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
164,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-10-02.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
165,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-10-05.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
166,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-10-07.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
167,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-10-10.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
168,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-10-15.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
169,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-10-17.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
170,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-11-09.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
171,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-11-11.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
172,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-11-14.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
173,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-11-19.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
174,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-11-29.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
175,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-12-01.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
176,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-12-06.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
177,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-12-11.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
178,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-12-16.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
179,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-12-19.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
180,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-12-24.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
181,./data/predictors_data generating predictor 004.train.dir/image_0009_sentinel-map-time-test-dir__2019-12-31.png,"[0.28461439999955473, 0.24050160494698503, 0.639419022223592, 0.5977345858100307]",incorrect,1
182,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-05.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
183,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-08.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
184,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-10.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
185,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-13.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
186,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-15.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
187,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-18.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
188,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-25.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
189,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-28.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
190,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-01-30.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
191,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-04.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
192,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-07.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
193,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-09.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
194,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-14.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
195,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-17.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
196,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-19.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
197,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-22.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
198,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-24.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
199,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-02-27.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
200,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-01.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
201,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-04.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
202,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-06.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
203,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-09.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
204,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-14.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
205,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-16.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
206,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-19.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
207,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-21.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
208,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-03-24.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
209,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-04-03.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
210,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-04-08.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
211,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-04-10.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
212,./data/predictors_data generating predictor 004.train.dir/image_0011_sentinel-map-time-test-dir__2019-04-13.png,"[0.36943004444401595, 0.36950485743909667, 0.7242346666680533, 0.7265549459516478]",incorrect,2
